"Title / Working Title","Author Public/Pen Name","LifecycleContext","OperationallyActive","Automation Safe?","AutomationLane","ReconciliationReason","Flags","NextManualRecoveryAction"
"Warriors and Angels: Liberating Inner Power in the Journey of Life","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Your Peace is a Priority: A Devotional Journal","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"The Journey: The Inspiration and Message Behind the Music","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"todays's new title","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"The Great Hair Restart: The Journal","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"The Essence of Life, Love Letters to Christ: Poems of Life and Love from the Pages of the Heart","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"The Great Hair Restart: The Ultimate Guide to Resetting Your Natural Hair Journey with Confidence","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Taylor Made: My Life, My Story","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"More Than A Village: Raising Black Men in America","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Speech Therapy Works!: Juliana's Story","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"My ABCs","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"SHE: An Expose' of Her Insufficiencies","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Loving the Addict: While Taking Care of Yourself First","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Memoir of a Black Christian Nationalist: Seeds of Liberation","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Just What I Needed: Daily Devotional","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Mirror of Refining Insight: An Introspective Look At Pursuing Your Purpose","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Inspirations from God: God is Gooood!","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Jewels by Lady J: A Book of Daily Devotion and Reflection One Day at a Time","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Connected!: Unlocking the DNA of Authentic Prayer - 2nd Edition","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Delicious Ideas!: The Legacy Cookbook","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Discipline and Direction: God's Leadership Style","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Divinely Inspired: Trauma Triumphed","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Come Out Of Hiding: Activating Deliverance","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Because the Lord is My Shepherd: Psalm 23 and Me","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Bodacious: Controversial and Provocative","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Aligned!: Unlocking the DNA of Authentic Faith","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Are You Sure That You Are Ready?: A Guide for Vendors","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"A Principal's Tale: A Self-Determined Leader","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Abortion!: George and Giovanna","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"27 Days to Overcoming Depression: Debunking All the Lies","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"The I Am In Me Part 2, Second Edition","Tekisha Wimbush","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"The I Am in Me, Second Edition","Tekisha Wimbush","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"The ESSENCE of Life","Tracy Norris","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"The Doctrine of the Last Things","Obadiah Harris","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Grandmothers Educating Minds, 2nd Edition","Toni Kleckley","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Establishing Glory 3: The Marriage Handbook","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Establishing Glory 2: The Relationship Handbook (2nd Edition)","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"A Trubie's Guide Pt. 1","Alesia Corpening","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"A Trubie's Guide Pt. 2","Alesia Corpening","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"101 Wisdom Lessons for Life and Living","j. Derrick Johnson","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Untitled","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Untitled","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
